Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
217.9.239.144/28;217.9.239.128 - 217.9.239.255;ASSIGNED PA;OMEGA-NET;Omega-Net Ltd.,42, Petar Beron,Velinrad, Bulgaria;217.9.232.0/21;IBGC;AS13124
92.247.196.16/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
213.222.34.144/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.34.0/24;;AS8717
176.12.35.0/25;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
212.36.1.160/28;212.36.0.0 - 212.36.2.159;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
78.83.251.128/26;78.83.248.0 - 78.83.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;78.83.248.0/22;SPNET;AS29580
82.147.153.160/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
92.247.255.192/26;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
217.10.240.192/28;217.10.240.0 - 217.10.243.255;ASSIGNED PA;A1BG-NET;A1 Bulgaria EAD;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
82.103.71.240/28;82.103.71.0 - 82.103.71.255;ASSIGNED PA;SPNET;Spectrum Net - Stara Zagora;82.103.64.0/18;Spectrum NET PA space;AS8717
212.50.23.128/26;212.50.22.0 - 212.50.23.255;ASSIGNED PA;INET-BG;i.net Ltd.,ISP, Computers, Networks and solutions;212.50.0.0/19;Spectrum NET PA space;AS8717
88.203.148.192/28;88.203.144.0 - 88.203.155.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;88.203.144.0/21;Spectrum NET PA space;AS8717
92.247.196.80/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
213.169.54.32/28;213.169.54.0 - 213.169.54.63;ASSIGNED PA;FINENET;FINENET Club,Pomorie;213.169.32.0/19;Spectrum NET PA space;AS8717
82.103.113.48/28;82.103.113.0 - 82.103.113.255;ASSIGNED PA;SPNET;Spectrum Net - Varna;82.103.64.0/18;Spectrum NET PA space;AS8717
62.204.142.112/28;62.204.142.0 - 62.204.142.255;ASSIGNED PA;ACVILON-BG;Vanilla Web Instruments Ltd.,Ruse;62.204.128.0/19;Spectrum NET PA space;AS8717
217.10.244.128/25;217.10.240.0 - 217.10.255.255;ALLOCATED PA;BG-MTELNET-20021107;;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
213.169.46.0/26;213.169.46.0 - 213.169.46.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;213.169.32.0/19;Spectrum NET PA space;AS8717
62.204.134.0/28;62.204.134.0 - 62.204.134.255;ASSIGNED PA;SPNET;Spectrum Net - Bourgas,Wireless clients;62.204.128.0/19;Spectrum NET PA space;AS8717
92.247.234.160/27;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
212.36.3.144/28;212.36.2.176 - 212.36.3.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.3.0/24;;AS8717
195.24.36.112/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.36.0/23;Orbitel;AS8672
217.9.228.48/28;217.9.228.0 - 217.9.228.255;ASSIGNED PA;SF-INFRA;Inter-Bg-Com,multiple /30 allocations,Sofia,Bulgaria;217.9.228.0/24;Multiple /30 allocations,A1 BG,Sofia,Bulgaria;AS13124
62.204.142.160/27;62.204.142.0 - 62.204.142.255;ASSIGNED PA;ACVILON-BG;Vanilla Web Instruments Ltd.,Ruse;62.204.128.0/19;Spectrum NET PA space;AS8717
195.24.49.224/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
213.226.60.64/26;213.226.0.0 - 213.226.63.255;ALLOCATED PA;BG-MTELNET-990920;;213.226.60.0/24;Mobiltel EAD.;AS12716
212.95.178.0/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
217.9.228.64/28;217.9.228.0 - 217.9.228.255;ASSIGNED PA;SF-INFRA;Inter-Bg-Com,multiple /30 allocations,Sofia,Bulgaria;217.9.228.0/24;Multiple /30 allocations,A1 BG,Sofia,Bulgaria;AS13124
212.95.178.48/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.21.64/28;92.247.16.0 - 92.247.23.255;ASSIGNED PA;MTELNET;Mobiltel EAD;92.247.21.0/24;;AS8717
88.203.186.208/28;88.203.128.0 - 88.203.255.255;ALLOCATED PA;BG-MTELNET-20051125;;88.203.184.0/21;Spectrum NET PA space;AS8717
213.222.59.176/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.59.0/24;;AS8717
92.247.6.64/26;92.247.0.0 - 92.247.7.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.0.0/20;Spectrum NET PA space;AS8717
92.247.195.128/26;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.149.192/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
92.247.234.192/28;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
195.24.33.112/28;195.24.33.0 - 195.24.33.127;ASSIGNED PA;ORBITEL-BURGAS-1;Orbitel Burgas pop - routers, access server,Burgas, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
195.24.51.32/28;195.24.51.0 - 195.24.51.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.51.0/24;PPPoE Targovishte i Ruse;AS29580
212.95.173.64/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.24.47.0/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
212.50.12.224/28;212.50.12.224 - 212.50.12.239;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.61.96/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.61.0/24;Orbitel-stz-game;AS8672
92.247.193.208/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.155.192/27;87.227.154.0 - 87.227.155.255;ASSIGNED PA;VOICE-Ruse;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.103.115.32/27;82.103.115.0 - 82.103.115.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure;82.103.115.0/24;Spectrum NET,BG-ONLY NETS;AS8717
84.242.165.224/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
82.103.101.128/27;82.103.101.0 - 82.103.101.255;ASSIGNED PA;SPNET;Spectrum NET - Yambol,Clients;82.103.64.0/18;Spectrum NET PA space;AS8717
195.34.108.80/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
87.227.151.128/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
78.83.168.96/27;78.83.168.0 - 78.83.175.255;ASSIGNED PA;A1-BG;A1-BG_ITS-Customers;78.83.168.0/21;Spectrum NET PA space;AS8717
88.203.151.48/28;88.203.144.0 - 88.203.155.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;88.203.144.0/21;Spectrum NET PA space;AS8717
87.227.142.128/25;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
87.227.150.224/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.103.117.16/28;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
195.149.254.128/28;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
82.147.137.128/25;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
92.247.196.176/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
212.50.25.0/25;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.25.0/24;SPNET specific announce;AS8717
195.34.120.112/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
212.95.178.128/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
213.169.54.224/28;213.169.54.64 - 213.169.54.255;ASSIGNED PA;SPNET;Spectrum Net POPs;213.169.32.0/19;Spectrum NET PA space;AS8717
217.9.232.128/26;217.9.232.128 - 217.9.232.191;ASSIGNED PA;SHADOW;Intergames2001 Ltd.,Sofia,Bulgaria;217.9.232.0/21;IBGC;AS13124
84.242.144.128/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
82.147.128.160/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/24;Orbitel-Lovech;AS8672
62.204.137.16/28;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.137.0/24;Mobiltel;AS8717
80.253.49.128/27;80.253.48.0 - 80.253.55.255;ASSIGNED PA;A1-CORE;A1 Bulgaria EAD,A1 Stara Zagora;80.253.48.0/21;A1 Bulgaria EAD SZ;AS13124
92.247.9.224/28;92.247.8.0 - 92.247.15.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.0.0/20;Spectrum NET PA space;AS8717
92.247.216.16/28;92.247.216.0 - 92.247.223.255;ASSIGNED PA;GPON-SofiaNorth;GPON Services;92.247.192.0/18;SPNET;AS29580
195.34.102.0/27;195.34.102.0 - 195.34.102.31;ASSIGNED PA;BULGARTEL;BulgarTel EAD;195.34.96.0/19;Spectrum NET PA space;AS8717
87.227.151.112/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.36.30.192/27;212.36.28.0 - 212.36.31.255;ASSIGNED PA;SPNET;Varna, Bulgaria;212.36.0.0/19;Spectrum NET PA space;AS8717
87.227.146.192/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.52.112/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
92.247.202.224/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
212.50.19.192/27;212.50.19.128 - 212.50.19.255;ASSIGNED PA;DIMONT-BG;web design;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.50.64/26;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
87.227.147.0/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.91.166.112/28;212.91.166.0 - 212.91.166.191;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;212.91.160.0/19;Spectrum NET PA space;AS8717
212.91.171.16/28;212.91.171.0 - 212.91.171.255;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Wireless Clients;212.91.171.0/24;;AS8717
92.247.248.144/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
87.227.153.160/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.95.180.64/28;212.95.180.0 - 212.95.180.127;ASSIGNED PA;ORBITEL-SOF-POP;PPP links in Sofia;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.254.160/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
82.103.115.16/28;82.103.115.0 - 82.103.115.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure;82.103.115.0/24;Spectrum NET,BG-ONLY NETS;AS8717
212.36.14.160/27;212.36.0.0 - 212.36.31.255;ALLOCATED PA;BG-MTELNET-980227;;212.36.14.0/24;SPNET Customers;AS8717
87.227.159.192/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.222.39.128/25;213.222.39.0 - 213.222.39.255;ASSIGNED PA;Mtel_Clients_34352;;213.222.39.0/24;;AS8717
92.247.0.32/27;92.247.0.0 - 92.247.7.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.0.0/20;Spectrum NET PA space;AS8717
212.91.175.64/26;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
62.204.143.32/27;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.128.0/19;Spectrum NET PA space;AS8717
92.247.245.192/26;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.91.170.32/27;212.91.170.32 - 212.91.170.63;ASSIGNED PA;ellatzite-net;;212.91.160.0/19;Spectrum NET PA space;AS8717
84.242.141.96/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.228.240/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
88.203.137.128/28;88.203.136.0 - 88.203.139.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;88.203.136.0/21;Spectrum NET PA space;AS8717
88.203.149.64/27;88.203.144.0 - 88.203.155.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;88.203.144.0/21;Spectrum NET PA space;AS8717
213.222.32.0/26;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
82.147.136.80/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
84.242.165.0/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
87.227.157.0/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
78.83.191.224/28;78.83.191.0 - 78.83.191.255;ASSIGNED PA;A1-191-IST;;78.83.191.0/24;;AS8717
88.203.159.160/28;88.203.158.0 - 88.203.159.255;ASSIGNED PA;SPNET-PLOVDIV;Spectrum Net Ltd., Plovdiv;88.203.158.0/23;Spectrum NET PA space;AS8717
213.226.60.128/25;213.226.0.0 - 213.226.63.255;ALLOCATED PA;BG-MTELNET-990920;;213.226.60.0/24;Mobiltel EAD.;AS12716
92.247.221.128/25;92.247.216.0 - 92.247.223.255;ASSIGNED PA;GPON-SofiaNorth;GPON Services;92.247.192.0/18;SPNET;AS29580
195.24.49.96/27;195.24.49.0 - 195.24.49.127;ASSIGNED PA;ORBITEL-RUSE-1;Orbitel Ruse pop - routers, access server,Ruse, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
92.247.14.32/28;92.247.8.0 - 92.247.15.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.0.0/20;Spectrum NET PA space;AS8717
92.247.228.64/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.231.32/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
217.9.225.112/28;217.9.224.0 - 217.9.225.255;ASSIGNED PA;A1-225;A1 Bulgaria EAD,Sofia,Bulgaria;217.9.225.0/24;A1 BG,Multiple /30 Allocations;AS13124
84.242.146.128/27;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
84.242.143.208/28;84.242.143.192 - 84.242.143.223;ASSIGNED PA;PZ3119-RIPE;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.34.96.128/25;195.34.96.0 - 195.34.96.255;ASSIGNED PA;BIT-INC;Bulgarian Information Technologies Inc.,Sofia;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.26.80/28;92.247.24.0 - 92.247.31.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.16.0/20;Mobiltel EAD PA space;AS8717
78.83.251.224/27;78.83.248.0 - 78.83.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;78.83.248.0/22;SPNET;AS29580
92.247.247.16/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
217.10.240.144/28;217.10.240.0 - 217.10.243.255;ASSIGNED PA;A1BG-NET;A1 Bulgaria EAD;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
92.247.233.192/27;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.156.240/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.147.140.32/27;82.147.140.0 - 82.147.140.255;ASSIGNED PA;ORBITEL-RUSE-2;point-to point links to customers,Ruse;82.147.140.0/24;Orbitel-Ruse;AS8672
92.247.243.80/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
195.34.108.176/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.229.16/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
213.222.38.64/26;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
195.34.102.224/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.88.160/27;92.247.88.0 - 92.247.95.255;ASSIGNED PA;SPNET;Spectrum Net;92.247.88.0/22;Spectrum Net;AS8717
82.147.132.192/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
212.36.20.112/28;212.36.20.0 - 212.36.20.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.20.0/24;;AS8717
212.50.11.144/28;212.50.11.0 - 212.50.11.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;212.50.11.0/24;SPNET specific announce;AS8717
212.95.174.192/26;212.95.174.192 - 212.95.174.255;ASSIGNED PA;SBLINE-NET-1;SBS Online Ltd,126, Tsar Boris III str.,Sofia;212.95.174.0/24;Orbitel;AS8672
213.169.56.192/27;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
78.83.175.0/25;78.83.168.0 - 78.83.175.255;ASSIGNED PA;A1-BG;A1-BG_ITS-Customers;78.83.168.0/21;Spectrum NET PA space;AS8717
62.204.148.32/27;62.204.148.0 - 62.204.148.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.;62.204.128.0/19;Spectrum NET PA space;AS8717
92.247.245.160/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
62.221.132.96/27;62.221.128.0 - 62.221.141.255;ASSIGNED PA;A1BG-Sofia-DOCSIS;A1 Bulgaria EAD;62.221.132.0/24;BLIZOO;as13124
88.203.140.16/28;88.203.140.0 - 88.203.143.255;ASSIGNED PA;NOI;NOI;88.203.136.0/21;Spectrum NET PA space;AS8717
213.169.40.64/28;213.169.38.0 - 213.169.44.255;ASSIGNED PA;SPNET-PPPOE-POOLS;Spectrum NET Ltd.;213.169.32.0/19;Spectrum NET PA space;AS8717
84.242.138.160/28;84.242.138.0 - 84.242.138.255;ASSIGNED PA;OORBITEL-COUNTRY;country customers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.36.10.176/28;212.36.10.0 - 212.36.10.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.10.0/24;;AS8717
87.227.177.128/25;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.177.0/24;Mtel ITS Customers;AS8672
78.83.4.128/25;78.83.0.0 - 78.83.7.255;ASSIGNED PA;SPNET;Sofia, Bulgaria;78.83.0.0/20;SPNET;AS8717
84.242.133.128/25;84.242.133.0 - 84.242.133.255;ASSIGNED PA;Orbitel-country;routed in the country;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.34.64/28;92.247.32.0 - 92.247.39.255;ASSIGNED PA;SPNET-PON-OK-1;PON Services;92.247.34.0/24;;AS8717
213.222.37.48/28;213.222.37.48 - 213.222.37.63;ASSIGNED PA;ORBITEL-VID-POP;PPP links in Vidin town,Vidin;213.222.32.0/19;Orbitel customer and internal;AS8672
213.222.59.32/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.59.0/24;;AS8717
88.203.146.192/27;88.203.144.0 - 88.203.155.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;88.203.144.0/21;Spectrum NET PA space;AS8717
195.24.33.0/28;195.24.33.0 - 195.24.33.127;ASSIGNED PA;ORBITEL-BURGAS-1;Orbitel Burgas pop - routers, access server,Burgas, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
84.242.185.48/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.184.0/23;MOBILTEL_EAD_B&R_CUSTOMERs;AS8717
92.247.240.64/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.245.32/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.250.16/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.36.20.0/28;212.36.20.0 - 212.36.20.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.20.0/24;;AS8717
212.95.168.96/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.168.0/23;Orbitel;AS8672
92.247.251.80/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
213.169.35.176/28;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
195.24.59.224/28;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
87.227.158.208/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.36.3.112/28;212.36.2.176 - 212.36.3.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.3.0/24;;AS8717
82.103.106.160/28;82.103.106.0 - 82.103.107.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
212.95.178.192/26;212.95.178.144 - 212.95.178.255;ASSIGNED PA;ORBITEL-SOF-POP;PPP links in Sofia;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
84.242.143.240/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
213.169.35.112/28;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
212.91.175.32/28;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
