Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
213.226.45.0/26;213.226.45.0 - 213.226.45.255;ASSIGNED PA;MTELNET;2-nd P-to-P PE-CE SFL,Responsible Devision for Project: ITS;213.226.45.0/24;Mobiltel EAD.;AS12716
84.242.165.160/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
89.190.192.112/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
87.227.216.160/28;87.227.216.0 - 87.227.216.255;ASSIGNED PA;ORBITEL-Sofia;Orbitel,point-to-point to data customers;87.227.128.0/17,87.227.128.0/17,87.227.128.0/17,87.227.128.0/17;Mobiltel,Mobiltel,Mobiltel,Mobiltel;AS12716,AS29580,AS8672,AS8717
195.24.46.48/28;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
82.103.73.192/28;82.103.73.0 - 82.103.73.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.73.0/24;;AS8717
89.190.218.32/27;89.190.216.0 - 89.190.223.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;Sofia East quarters;89.190.218.0/23;Geo Milew;AS35141
84.242.131.176/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
82.147.155.64/26;82.147.155.0 - 82.147.155.255;ASSIGNED PA;ECnet;ExecutiveCentre building;82.147.128.0/19;Orbitel customer and internal;AS8672
195.24.63.64/27;195.24.63.0 - 195.24.63.255;ASSIGNED PA;ORBITEL-VARNA-1;Orbitel Varna POP,Bulgaria;195.24.60.0/22;Orbitel;AS8672
84.242.147.32/27;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
84.242.162.160/28;84.242.162.0 - 84.242.162.255;ASSIGNED PA;ORBITEL-SOF-POP;Orbitel Inc;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
89.190.195.32/28;89.190.195.32 - 89.190.195.47;ASSIGNED PA;IMPERIA-ONLINE-1;co-location client;89.190.192.0/22;Megalan NAT and Internal;AS35141
89.190.193.32/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.193.0/24;Colocation;AS35141
212.36.2.16/28;212.36.0.0 - 212.36.2.159;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
213.169.51.0/25;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
85.196.160.128/28;85.196.160.0 - 85.196.161.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;85.196.160.0/19;Spectrum NET PA space;AS8717
195.24.62.192/26;195.24.62.128 - 195.24.62.255;ASSIGNED PA;Broadband;Broadband,Sofia;195.24.60.0/22;Orbitel;AS8672
84.242.142.208/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
84.242.136.128/27;84.242.136.0 - 84.242.136.255;ASSIGNED PA;ORBITEL-PLOVDIV;PPP links to customers,Plovdiv;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
87.227.159.80/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.103.97.128/27;82.103.97.0 - 82.103.97.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
82.147.136.128/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
213.226.44.0/25;213.226.44.0 - 213.226.44.255;ASSIGNED PA;MTELNET;P-to-P PE-CE SFL,Responsible Devision for Project: ITS;213.226.44.0/24;Mobiltel EAD.;AS12716
82.147.130.160/27;82.147.130.160 - 82.147.130.191;ASSIGNED PA;ORBITEL-SMOLIAN-1;pop in Smolian,Smolian;82.147.130.0/24;ORBITEL-NET-1;AS8672
87.227.149.64/27;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.34.121.144/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
212.95.173.64/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
82.147.132.128/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
87.227.158.128/26;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
89.190.196.64/27;89.190.196.0 - 89.190.196.255;ASSIGNED PA;SOFIA-MEGALAN;Megalan Network Ltd.;89.190.196.0/23;NAT and Internal;AS35141
89.190.195.192/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
89.190.194.128/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
82.147.140.96/27;82.147.140.0 - 82.147.140.255;ASSIGNED PA;ORBITEL-RUSE-2;point-to point links to customers,Ruse;82.147.140.0/24;Orbitel-Ruse;AS8672
62.204.148.80/28;62.204.148.0 - 62.204.148.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.;62.204.128.0/19;Spectrum NET PA space;AS8717
212.50.25.160/27;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.25.0/24;SPNET specific announce;AS8717
87.227.142.64/26;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.169.33.112/28;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
87.227.146.48/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.169.34.128/25;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
212.91.166.48/28;212.91.166.0 - 212.91.166.191;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;212.91.160.0/19;Spectrum NET PA space;AS8717
89.190.194.32/27;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
212.36.16.96/28;212.36.16.0 - 212.36.16.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
85.196.163.80/28;85.196.162.0 - 85.196.163.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;85.196.160.0/19;Spectrum NET PA space;AS8717
82.147.138.64/26;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
195.24.40.240/28;195.24.40.128 - 195.24.40.255;ASSIGNED PA;ORBITEL-PLOVDIV-CUSTOMER-1;Orbitel Plovdiv pop - /30 to customer interfaces,Plovdiv, Bulgaria;195.24.40.0/22;Orbitel;AS8672
212.91.166.176/28;212.91.166.0 - 212.91.166.191;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;212.91.160.0/19;Spectrum NET PA space;AS8717
213.169.51.192/27;213.169.51.128 - 213.169.51.255;ASSIGNED PA;SPNET;Razgrad;213.169.32.0/19;Spectrum NET PA space;AS8717
82.147.143.160/27;82.147.143.0 - 82.147.143.255;ASSIGNED PA;netcentrex;voice service,Sofia;82.147.143.0/24;Orbitel;AS8672
87.227.149.240/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.226.62.128/26;213.226.62.0 - 213.226.62.255;ASSIGNED PA;MTELNET;"Netcentrex SoftSwitch Platform EndUser,INFRA-AW for Project ""VoIP"",Responsible Devision for Project: ITS VoIP";213.226.62.0/24;Mobiltel EAD.;AS12716
62.204.150.240/28;62.204.150.0 - 62.204.150.255;ASSIGNED PA;RUSE-BG;RUSE Spectrum Net;62.204.128.0/19;Spectrum NET PA space;AS8717
212.36.1.192/28;212.36.0.0 - 212.36.2.159;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
82.147.150.224/27;82.147.150.0 - 82.147.150.255;ASSIGNED PA;ORBITEL-BURGAS-2;Orbitel Burgas pop,Burgas;82.147.128.0/19;Orbitel customer and internal;AS8672
84.242.137.80/28;84.242.137.0 - 84.242.137.255;ASSIGNED PA;ORBITEL-BURGAS;PPP to customers in Burgas;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
77.70.110.96/27;77.70.84.0 - 77.70.111.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;East quarters - Iavorov;77.70.108.0/22;Barbukow;AS35141
77.70.110.0/27;77.70.84.0 - 77.70.111.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;East quarters - Iavorov;77.70.108.0/22;Barbukow;AS35141
212.50.9.48/28;212.50.9.48 - 212.50.9.63;ASSIGNED PA;INFOTECHNIKA-BG;Infotechnika Bulgaria Ltd.;212.50.0.0/19;Spectrum NET PA space;AS8717
87.227.153.32/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.149.250.0/25;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
84.242.162.192/28;84.242.162.0 - 84.242.162.255;ASSIGNED PA;ORBITEL-SOF-POP;Orbitel Inc;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.95.172.128/25;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
85.91.150.192/28;85.91.149.0 - 85.91.150.255;ASSIGNED PA;STATIC;Spectrum Net Jsc;85.91.128.0/19;Data BG Ltd;AS29580
89.190.192.128/27;89.190.192.128 - 89.190.192.255;ASSIGNED PA;INTERCONNECT-PEER;Routers interconnect for peering vlan;89.190.192.0/22;Megalan NAT and Internal;AS35141
195.34.108.0/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
212.36.6.0/25;212.36.6.0 - 212.36.6.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
195.34.107.0/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.96.0/19;Spectrum NET PA space;AS8717
87.227.145.144/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
77.70.109.16/28;77.70.84.0 - 77.70.111.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;East quarters - Iavorov;77.70.108.0/22;Barbukow;AS35141
85.196.135.112/28;85.196.132.0 - 85.196.135.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;85.196.132.0/22;Spectrum NET PA space;AS8717
84.242.162.240/28;84.242.162.0 - 84.242.162.255;ASSIGNED PA;ORBITEL-SOF-POP;Orbitel Inc;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
82.103.97.80/28;82.103.97.0 - 82.103.97.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
84.242.142.160/28;84.242.142.144 - 84.242.142.175;ASSIGNED PA;axxon;Axxon,Sofia;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
82.147.153.192/26;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
89.190.192.48/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
87.227.153.96/27;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.103.97.96/27;82.103.97.0 - 82.103.97.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
176.12.35.128/26;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
213.169.32.0/25;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
87.227.155.112/28;87.227.154.0 - 87.227.155.255;ASSIGNED PA;VOICE-Ruse;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
87.227.146.0/27;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.34.112/28;195.24.34.0 - 195.24.34.255;ASSIGNED PA;ORBITEL-2;Orbitel backbone and customer interfaces,Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
84.242.146.0/27;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
213.169.40.64/28;213.169.38.0 - 213.169.44.255;ASSIGNED PA;SPNET-PPPOE-POOLS;Spectrum NET Ltd.;213.169.32.0/19;Spectrum NET PA space;AS8717
213.222.37.192/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
82.147.149.128/25;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
89.190.197.192/27;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.196.0/23;NAT and Internal;AS35141
212.95.164.64/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.164.0/22;Orbitel;AS8672
89.190.204.224/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.204.0/23;Mania 2;AS35141
212.50.18.0/28;212.50.18.0 - 212.50.18.63;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;212.50.0.0/19;Spectrum NET PA space;AS8717
85.196.162.96/28;85.196.162.0 - 85.196.163.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;85.196.160.0/19;Spectrum NET PA space;AS8717
84.242.145.0/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
213.222.60.128/25;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.60.0/24;multilink;AS35448
62.204.142.144/28;62.204.142.0 - 62.204.142.255;ASSIGNED PA;ACVILON-BG;Vanilla Web Instruments Ltd.,Ruse;62.204.128.0/19;Spectrum NET PA space;AS8717
84.242.163.96/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
84.242.185.192/26;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.184.0/23;MOBILTEL_EAD_B&R_CUSTOMERs;AS8717
195.24.40.160/28;195.24.40.128 - 195.24.40.255;ASSIGNED PA;ORBITEL-PLOVDIV-CUSTOMER-1;Orbitel Plovdiv pop - /30 to customer interfaces,Plovdiv, Bulgaria;195.24.40.0/22;Orbitel;AS8672
89.190.218.128/25;89.190.216.0 - 89.190.223.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;Sofia East quarters;89.190.218.0/23;Geo Milew;AS35141
77.70.109.32/27;77.70.84.0 - 77.70.111.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;East quarters - Iavorov;77.70.108.0/22;Barbukow;AS35141
195.34.121.160/27;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
85.91.156.128/25;85.91.128.0 - 85.91.159.255;ALLOCATED PA;BG-MTELNET-20041124;;85.91.128.0/19;Data BG Ltd;AS29580
89.190.207.128/25;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.206.0/23;Mania 3;AS35141
62.204.137.16/28;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.137.0/24;Mobiltel;AS8717
195.24.55.64/26;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
195.24.59.128/27;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
89.190.195.224/27;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
89.190.212.208/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.212.0/23;Dianabad;AS35141
82.147.132.160/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
212.91.175.32/28;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
212.50.18.128/25;212.50.18.128 - 212.50.18.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;212.50.0.0/19;Spectrum NET PA space;AS8717
212.95.173.208/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
87.227.147.128/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.34.102.224/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
82.147.132.192/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
212.91.175.224/28;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
213.222.58.240/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.58.0/24;Orbitel;AS8672
195.24.55.128/25;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
195.24.62.32/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.60.0/22;Orbitel;AS8672
212.36.5.48/28;212.36.5.0 - 212.36.5.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm) POPs;212.36.0.0/19;Spectrum NET PA space;AS8717
212.36.20.208/28;212.36.20.0 - 212.36.20.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.20.0/24;;AS8717
212.95.183.32/27;212.95.183.32 - 212.95.183.63;ASSIGNED PA;ORBITEL-Dobrich-wireless;wireless segment in Dobrich town;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
82.103.71.160/28;82.103.71.0 - 82.103.71.255;ASSIGNED PA;SPNET;Spectrum Net - Stara Zagora;82.103.64.0/18;Spectrum NET PA space;AS8717
195.34.113.16/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
87.227.159.224/27;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.41.0/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.40.0/22;Orbitel;AS8672
62.204.150.80/28;62.204.150.0 - 62.204.150.255;ASSIGNED PA;RUSE-BG;RUSE Spectrum Net;62.204.128.0/19;Spectrum NET PA space;AS8717
84.242.185.160/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.184.0/23;MOBILTEL_EAD_B&R_CUSTOMERs;AS8717
85.91.139.0/28;85.91.136.0 - 85.91.139.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;85.91.128.0/19;Data BG Ltd;AS29580
87.227.152.208/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.95.160.0/25;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.24.34.192/27;195.24.34.0 - 195.24.34.255;ASSIGNED PA;ORBITEL-2;Orbitel backbone and customer interfaces,Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
82.147.155.16/28;82.147.155.0 - 82.147.155.255;ASSIGNED PA;ECnet;ExecutiveCentre building;82.147.128.0/19;Orbitel customer and internal;AS8672
82.147.143.192/27;82.147.143.0 - 82.147.143.255;ASSIGNED PA;netcentrex;voice service,Sofia;82.147.143.0/24;Orbitel;AS8672
212.36.28.96/27;212.36.28.0 - 212.36.31.255;ASSIGNED PA;SPNET;Varna, Bulgaria;212.36.28.0/24;;AS8717
195.34.114.192/26;195.34.114.192 - 195.34.114.255;ASSIGNED PA;SOFICA-BG;Sofica group Ltd.;195.34.96.0/19;Spectrum NET PA space;AS8717
85.196.166.192/27;85.196.166.0 - 85.196.166.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;85.196.160.0/19;Spectrum NET PA space;AS8717
195.24.46.128/28;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
82.147.144.192/28;82.147.144.0 - 82.147.144.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;82.147.144.0/24;ORBITEL-VoIP-clients;AS8672
212.95.166.192/26;212.95.166.192 - 212.95.166.255;ASSIGNED PA;alog;Alexander Logistics Ltd.;212.95.164.0/22;Orbitel;AS8672
213.169.57.128/25;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
82.147.141.160/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
195.149.248.208/28;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
212.95.179.0/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
